sample_id,text,top_k_words
32,"John P. Campo, Sr. (February 24, 1938 - November 14, 2005) was an American Thoroughbred racehorse trainer. Campo was born in East Harlem, New York and raised in Ozone Park, Queens. He is best known as the trainer of 1981 Kentucky Derby and Preakness Stakes winner, Pleasant Colony. Among his other notable horses, John Campo conditioned both of 1973's 2-year-old Eclipse Award winners, the Champion 2-Year-Old Filly Talking Picture, the exceptional Jim French, and Champion 2-Year-Old Colt, Protagonist. In January 1986, Campo suffered a devastating loss when thirty-six of his horses died when a fire swept through his racetrack barn at Belmont Park. After suffering a stroke, John Campo retired in 1996. During his thirty years training horses he saddled 1,431 winners from 12,826 starters. He was living in Hewlett, New York on Long Island when he died in 2005. He is buried at Pinelawn Memorial Park in Melville, Long Island. His son, Paul J. Campo, is the racing secretary for the New York Racing Association.","[was, an, p, john, sr, trainer, american, born, -, in, was, he, february, campo, campo]"
317,"A person (born on a date, in a location) is an American Hall of Fame thoroughbred horse trainer. This person began working as a trainer in a year and to date has won more than a number of graded stakes races. In a year, this person got a significant opportunity when a prominent owner hired them to train a stable of horses. In a later year, the trainer won the Eclipse Award for Outstanding Trainer in the United States. Among many wins, this person has captured the Jockey Club Gold Cup and the Travers Stakes multiple times each and won the Belmont Stakes with a Hall of Fame Champion as well as the Kentucky Derby with a notable horse. This person's Breeders' Cup victories rank highly among peers. Among the other horses they have trained are multiple Breeders' Cup Mile winners and Hall of Famers. This trainer has accomplished the rare feat of training a Breeders' Cup winner, her daughter, and her granddaughter. In a recent year, the trainer won their first Kentucky Derby with a distinguished horse. In a year, the trainer was inducted into the National Museum of Racing and Hall of Fame. At the induction ceremony, they said: ""My deepest debt of gratitude always has been and always will be to the family that supported me"" -- ""My affiliation with this family is one of the great highlights of my life. I wouldn't be here without them.""","[this, person, this, person, a, this, person, began, person, this, in, this, in, got, to]"
363,"A person (Date of Birth – Date of Death) was a pitcher in Major League Baseball who played briefly for a major league team during the 1953 season. Listed at a height and weight, this person batted with one hand and threw with the other. This individual was the child of parents. Born in a town in Massachusetts, and grew up in a town in New Hampshire. In youth, this person was interested in baseball, and aspired to become a major leaguer. This person graduated from a high school in Kingston, and went on to attend a business college before entering military service in December 1943. A decorated veteran of World War II, this person was stationed at various military bases in the United States, before going overseas with a military unit. As a military rank, this person served in France in 1944, and was part of the Allied advance into Germany in May 1945, earning the Silver Star at a location in Germany. This individual also received the Bronze Star Medal, Purple Heart, Combat Infantryman Badge, and battle ribbons with two stars. After being captured by the enemy forces and as a prisoner of war, this person endured a forced march across Germany into Austria. This person suffered from severe cold injuries and experienced a significant weight loss. When discharged in December 1945, this person's injuries were such that they were unable to cope with the infield work required around first base, the normal position, but still wanted to pursue a career in professional baseball. Following military discharge, this person signed with a major league baseball organization as a free agent in the spring of 1946. Due to the nature of the injury and the inability to remain as a first baseman, this person had the organization's support when making the decision to transition to a pitcher. Primarily a knuckleballer, this person also was used in pinch-hitting duties. In the professional debut, this person posted a combined record and an earned run average in a number of games while pitching in the PONY and Tri-State leagues. This person would spend the next several years in the minor leagues before gaining a promotion to the majors with the 1953 team. In a few relief appearances, this person allowed earned runs on hits and walks while striking out a number of batters in a number of innings of work. This person's one strikeout came against a great player. There was no decision in the games played. This person continued pitching in the minors until a year. The most productive years came in a league with a team, averaging a number of wins per season from 1950 to 1953, with a career-high number of wins in a year. In a number of minor league seasons, this person had a win-loss record with an ERA in a number of games, a number as a starter. A lifetime hitter with a batting average, this person enjoyed the best season in a year, posting career numbers in average, runs, hits, home runs, RBI, OBP, and SLG. During the time with the team, this person was once the roommate of an actor and professional athlete. Following playing retirement, this person remained involved with baseball for a significant number of years, mainly coaching teams near home in New Hampshire. This person also served as a nuclear materials manager at a naval shipyard, retiring in a year. This person died in a town in New Hampshire, at the age of a number.","[this, person, this, this, individual, individual, this, a, this, from, also, this, person, person, person]"
453,"A person (born in a year in the 19th century in a town in Italy – died in a year in the early 20th century in a city in Italy) was an Italian herpetologist and entomologist. Born in a town in Italy, this person studied in two Italian cities, where they settled in order to take, in the early 1870s, a painting course at the local Art Academy. This person worked as a painter for a Zoology Museum in Italy, then directed by a renowned zoologist. Fascinated by the strong personality of the zoologist, they started a natural sciences course at the local university and graduated in the late 1870s. After having held several positions as assistant, this person became professor in the early 1880s and attained a permanent tenure at a university in Italy. A little later, they went back to a city in Italy where they were assigned the chair of comparative anatomy, that they held until the mid-1910s. This person also was chancellor of a university in Italy between the late 1900s and the early 1910s, and was elected a member of the Italian senate in the late 1900s. Besides a large scientific production (more than several hundred titles), which included documenting an important ecological concept, they founded scientific journals and a marine biology institute in a town in Italy. This person strongly defended the ideas of a well-known naturalist and was a member of several national and international scientific institutions.","[person, this, this, this, a, this, person, person, person, also, person, in, in, in, born]"
340,"A person (Date of Birth – Date of Death) was known for their contributions to a field of innovation, creating a tool that, during a notable era, was employed by various sectors to assess the dependability of protective measures and systems. This individual was born and raised in different locales within a nation where their family owned a venture. They finished their education prematurely and attended multiple educational entities, taking breaks to aid the family venture. Their advanced learning was under the guidance of esteemed educators, but they did not complete their scholarly pursuit. In a past century, this individual founded an enterprise that obtained an agreement to devise an apparatus for safety evaluation. During this period, producers were urged to enhance safety without the use of actual subjects. A law and a well-known work intensified the quest for an effective evaluation instrument. The innovator then crafted an apparatus that emulated the response of humans to force. Their efforts resulted in a set of evaluation instruments that became the norm by the turn of the century. This person also contributed to national defense during a historical conflict, enhancing visual technology for aquatic vehicles and contributing to the development of ordinance and guidance technology. They devised training tools that simulated authentic conditions. With this knowledge, they started an enterprise catering to the medical field. They also designed apparatuses to test the aquatic descent of space exploration elements. The individual passed in a coastal region, due to an ailment. Their life included one annulment and several partings. They left behind offspring, a kin, and multiple heirs.","[this, individual, this, person, a, person, this, was, the, but, they, born, also, of, was]"
328,"A person (born in the 1950s) is a diplomat and career foreign service officer from a North American country. As of a year in the late 2000s, this person is serving as the foreign policy advisor to a high-ranking military officer, Commander of a regional command. Prior to their current posting, they were the ambassador to a Central American country during a period in the early to late 2000s. This person graduated from a liberal arts college with a Bachelor of Arts degree in a scientific field in the mid-1970s and from an international studies school with a Master of Arts degree in international studies in the late 1970s. They entered the Foreign Service in the late 1970s and for most of their career has served as an Economic/Commercial Officer. They have been posted to various cities, the foreign affairs department's bureau for a specific hemisphere, and several countries in the Americas. In the mid-1990s, this person received a M.A. in national security studies from a military college. From the late 1990s to the early 2000s, they served as Deputy Chief of Mission of an embassy in a Central American country. They were director of the Office of a regional affairs from mid-year to late year in the early 2000s. This person was announced as the nominee of a president to be the ambassador to a Central American country on a date in mid-2005. The nomination was sent to the legislative body on a date shortly after and was confirmed later that month. This person was the source of much controversy for their remarks about a presidential election in a Central American country and their warnings about economic retaliation if a certain candidate won the election. Specifically, they expressed the desire of their government to see the split conservative parties unite behind a single candidate, even going so far as to offer to fund such a joint primary election. Additionally, they explicitly threatened to cut off a substantial amount in funding from a development assistance program.","[this, this, person, this, person, a, person, person, this, in, this, in, person, as, is]"
15,"John Doxie Moore (February 13, 1911 – April 23, 1986) was an American basketball player and coach. He attended Delphi High School in Delphi, Indiana, and played college basketball at Purdue University from 1930 to 1934, playing alongside John Wooden as Purdue laid claim to the 1932 Helms Athletic Foundation National Championship. He coached several professional basketball teams, including the Sheboygan Red Skins, the Anderson Packers and the Milwaukee Hawks in the 1940s and 1950s. Moore was hired to coach Sheboygan for the 1946–47 season. The Red Skins finished with a 26–18 record and qualified for the National Basketball League (NBL) playoffs, where they were ousted in the first round. In 1947–48, Moore began the season as Sheboygan's head coach, but gave up the duties when the Red Skins obtained player-coach Bobby McDermott, a Hall of Fame guard, from the Chicago American Gears. The Gears players had been distributed among the NBL's teams when Chicago's league, the fledgling Professional Basketball League of America, folded in November 1947 after only three weeks in operation. McDermott coached Sheboygan to a 4–5 record in one month of duty before leaving for the Tri-Cities Blackhawks and handing the reins back to Moore. The Red Skins finished a disappointing 23–37 and missed the playoffs. Moore served as the commissioner of the NBL in its final season. Following the NBL-BAA merger, Moore was hired as coach of the Anderson Packers in the middle of the 1949–50 NBA season. When the Packers jumped to the National Professional Basketball League for the 1950–51 season, Moore served as the NPBL's commissioner as the league struggled to finish its only season. Moore served as coach and vice-president of the Milwaukee Hawks for 1951–52, their first season in Milwaukee. In the 1950s, he was an administrative assistant to Indiana Governor George N. Craig. Moore was inducted into the Indiana Basketball Hall of Fame in 1978, and served as the first president of the Hall of Fame Foundation.","[was, an, john, do, he, and, coach, player, american, del, moore, attended, school, april, basketball]"
78,"Andrew Graham Cameron MBE (born 1940) is a Scottish comedian, television and radio broadcaster. He was born in London while his father, Hugh Cameron, was serving in the Army during World War II. Cameron was raised by his grandmother, Isabella 'Bella' Cameron, in the Royal Burgh of Rutherglen, south-east of Glasgow, Scotland. Prior to pursuing this career he had worked for a time with the Glasgow-based structural engineering firm, Sir William Arrol & Co. and for Glasgow Corporation Transport. He entered show business when he was 32, initially working in clubs. His act as a football hooligan led to him becoming a top comedy act in Scottish football clubs. He is probably best known for writing and performing the football anthem \""Ally's Tartan Army\"" for the Scotland national football team's appearance at the 1978 World Cup. It went to #6 in the UK Singles Chart and led to two appearances on Top of the Pops in 1978. Cameron promptly put all of the profits from his single into producing an album, which he hoped to release while the World Cup fever in Scotland was still going strong. He was too late - Scotland team went out of the World Cup early and Cameron's album fared equally badly. Andy also released a song in the 70's for his beloved Glasgow Rangers - 'The Greatest Team of All' - which still appears on the odd Rangers compilation album. In 1975 he came second in New Faces leading to several appearances on variety shows such as Live at Her Majesty’s with Jimmy Tarbuck and Tarby and Friends. In 1979, soon after the establishment of BBC Radio Scotland, he was given a thirteen-week contract to present a programme of music and humour. The show eventually ran for fifteen years. He was voted Radio Personality of the year in 1984. He had his own series on BBC Scotland in 1979 and again in 1982. He was awarded Scottish Television Personality of the Year for his 1983 series called It’s Andy Cameron. In the early 1980s he was invited to speak in debates at Cambridge and Oxford Universities alongside Arnold Brown and James Naughtie. Cameron is a well-known celebrity Rangers F.C. supporter. In the early 1980s however he caused some controversy by attacking the club's anti-catholic signing policies at an Annual General Meeting of the club. In 1984, Cameron presented STV's Hogmanay show. The following year he presented the BBC Scotland Hogmanay show, and continued to do so until 1989. His last Hogmanay appearance was in 1990, in a short programme called Andy's Scottish Filling which preceded the live BBC Hogmanay Show. In 1994 Cameron joined the cast of Take the High Road, the STV soap. He played a character called Chic Cherry, until the last episode in 2003. He currently works as an after dinner speaker, and has a 'stand-up' act before Rangers F.C.'s home league matches. Furthermore, he presented a show on Clyde 2 on Sunday afternoons until that show ended in late 2009 when he was replaced by Tom Ferrie, whose show is now networked by two or three others Scottish radio stations. Cameron was appointed Member of the Order of the British Empire (MBE) in the 2015 New Year Honours for services to entertainment and charity in Glasgow.","[a, is, andrew, graham, mbe, cameron, born, he, was, in, born, his, 1940, while, father]"
377,"A person (born in a certain era – passed away in a different era) was a professional in civil engineering, social advocacy, and innovation, offspring of a legal practitioner, political figure (associated with a region) and a consultant to a ruler, whose progenitor was the offspring of a liberated individual and a craftsman from a European region. This individual's relatives were also in the civil engineering field. Despite societal biases, their progenitor, of diverse heritage, was a notable and respected figure at that time. Having learned literacy skills independently, they had the authorization to practice legal profession nationwide, served their region in a legislative body, held a secretarial position in a regional administration, provided counsel to the ruling authority, and had been honored with a chivalric title in a previous century. This individual gained recognition in a major city, addressing the challenge of water logistics, sourcing it from distant origins. While working in the civil engineering sector during a conflict on their continent, this individual innovated in weaponry. Alongside other distinguished personalities, this individual was a significant representative of the middle class with ancestral links to Africa, and was also a leading advocate for a major social reform. They supported the progress of a distinguished music creator, known for a renowned musical work. In a certain decade, this individual became actively involved in a social movement, contributing to the establishment of a society against human bondage, with other influential figures. Following a governmental change, this individual sought refuge with the ruler in a foreign land. For a period, they resided in a capital city abroad, working as a journalist for a well-known publication. Later facing economic difficulties, this individual relocated to a city on one continent and subsequently to an island. In a subsequent era, their remains were discovered near the water. It is presumed that this individual chose to end their life.","[this, a, individual, this, person, this, this, this, this, individual, gained, in, in, a, in]"
159,"Jeff Schalk (born February 6, 1974 in Santa Cruz, California) is a retired professional mountain bike racer. His racing career began in 2006 when he took hiatus from a career in structural engineering, practicing in San Francisco, California. He moved to Washington, D.C. to pursue racing full-time with the Trek Volkswagen East Coast factory team. Schalk's major career breakthrough occurred in 2007 when he won the Shenandoah 100, establishing himself as a primary name in the domestic MTB endurance scene. When the Trek and Volkswagen partnership dissolved at the end of 2008, the Trek Bicycle Corporation continued its support of Jeff by directly signing him to full sponsorship. After his breakthrough in 2007, he moved to Frederick, Maryland and began to specialize in ultra-endurance racing events, namely 100-mile mountain bike races. Over the course of his 6 year career, he amassed 17 wins in 100-mile MTB racing, winning the National Ultra Endurance Series for three consecutive years. Schalk's sponsors for the majority of his career included: Trek Bicycle Corporation, Bontrager, Fox Racing Shox, Shimano, PowerBar, Dumonde Tech Racing Oils, and ESI Grips. All of his racing victories came aboard Trek's flagship cross country race bike at the time, the Trek Top Fuel. He retired from racing at the end of the 2011 season, returning to his career in structural engineering. He currently lives in Fort Collins, Colorado, and works for JVA Consulting Engineers.","[a, is, his, ##k, jeff, racer, sc, born, in, racing, ##hal, bike, career, retired, mountain]"
85,"Paul Arthur Trivelli (born 1953) is a United States diplomat and career foreign service officer. As of 2008, he is serving as the foreign policy advisor to Admiral James G. Stavridis, Commander of United States Southern Command. Prior to his current posting, he was the United States Ambassador to Nicaragua 2005–08. Trivelli graduated from Williams College with a Bachelor of Arts degree in biology in 1974 and from the Josef Korbel School of International Studies at the University of Denver with a Master of Arts degree in international studies in 1978. He entered the Foreign Service in 1978 and for most of his career has served as an Economic/Commercial Officer. He has been posted to Mexico City, the U.S. Department of State's Bureau of Western Hemisphere Affairs, Quito, Panama City, El Salvador, Monterrey, and Managua. In 1996, Trivelli received a M.A. in national security studies from the Naval War College. From 1998 to 2002, Trivelli served as Deputy Chief of Mission of the U.S. Embassy in Tegucigalpa, Honduras. He was director of the Office of Central American Affairs from July 2002 to November 2003. Trivelli was announced as the nominee of President George W. Bush to be the U.S. ambassador to Nicaragua on May 13, 2005. The nomination was sent to the Senate on May 16 and was confirmed on May 26. Trivelli was the source of much controversy for his remarks about the 2006 Nicarguan presidential election and his warnings about U.S. economic retailiation if Sandinista candidate Daniel Ortega won the election. Specifically, he expressed the desire of the United States government to see the split conservative parties unite behind a single candidate, even going so far as to offer to fund such a joint primary election. Additionally, he explicitly threatened to cut off $175 million in Millennium Challenge Account funding.","[is, a, paul, and, is, he, united, born, as, arthur, officer, tri, ##li, states, ##vel]"
180,"Earl Dalton Mossor (July 21, 1925 – December 29, 1988) was a pitcher in Major League Baseball who played in three games for the Brooklyn Dodgers during the 1951 season. Listed at 6' 1\"", 175 lb., Mossor batted left handed and threw right handed. A single in his only at-bat left Mossor with a rare MLB career batting average of 1.000. He was born in Forbus, Tennessee. Mossor also pitched with several Minor league teams in 12 seasons spanning 1946–1959. In 1946, he would go 21-8 while pitching 239 innings for the Clinton Blues in the Tobacco State League, but his team lost the league title by a half-game and was also beaten in the final round of the playoffs, four to three games. His most productive campaign came in 1950 with the Portsmouth Cubs, when he posted a 20-11 record and a 2.98 ERA in a career-high 257 innings, helping his team to the Piedmont League pennant and putting him on the All-Star team. Mossor also pitched for the Cervecería Caracas club of the Venezuelan Professional Baseball League in the 1951–1952 and 1952–1953 tournaments, compiling an undefeated 10-0 record and a 2.74 ERA in both stints, while leading his team to the VPBL pennant in 1952–1953. Following his baseball career, Mossor worked as a sheet metal mechanic. He died in 1988 in Batavia, Ohio, at the age of 63.","[was, a, in, earl, ##or, dalton, moss, july, major, pitcher, who, baseball, league, his, 21]"
172,"Deidre Catt (born 4 July 1940), is a former tennis player from the United Kingdom who was active in the 1960s. Her best performance at a Grand Slam tournament was reaching the final of the doubles event at the 1960 U.S. Championships. Partnering compatriot Ann Haydon they lost the final in straight sets to Maria Bueno and Darlene Hard. Her best Grand Slam singles performance was reaching the semifinal of the 1963 U.S. Championships in which she lost to Margaret Court, having beaten Billie-Jean Moffit King in the last 16. At the Wimbledon Championships she reached the fourth round in 1962 and 1964. Between 1961 and 1964 Catt played in four Wightman Cups, a women's team tennis competition between the United States and Great Britain. During the 1962 Wightman Cup she defeated Nancy Richey. From 1963 to 1965 she was a member of the British Federation Cup team and compiled a record of six wins and two losses. In 1960 she won the All England Plate, a tennis competition held at the Wimbledon Championships for players who were defeated in the first or second rounds of the singles competition. In the final she was victorious against Lorna Cawthorn. In that year she also won the West of England championships at Bristol by beating Sandra Reynolds in the second round and Renée Schuurman in the final. In 1961 and 1963 she won the singles title at the Surrey Grass Court Championships in Surbiton, defeating Edda Buding and Darlene Hard in the respective finals. Catt was a runner-up at the British Hard Court Championships in 1961, losing the final to Angela Mortimer in straight sets. Catt became the singles champion at the 1963 British Covered Court Championships after a three-sets victories in the semifinal against Ann Jones and the final against Renée Schuurman. Partnering Elizabeth Starkie she reached the doubles final of the 1963 Pacific Coast Championships in which they were beaten by Maria Bueno and Darlene Hard. In November 1964 she married John Keller.","[a, is, dei, ##dre, ##t, cat, her, born, july, player, 4, 1940, former, from, who]"
195,"Daniel Simon Atherton, known as Dan Atherton (born 25 January 1982, near Salisbury), is a professional racing cyclist specialising in downhill, four cross and enduro-downhill mountain bike racing, and is a former national champion of Great Britain. He began riding BMX at the age of 15 and mountain biking a year later. From 2007 till 2011, Atherton was one third of the Animal Commençal racing team, alongside brother Gee Atherton and sister Rachel Atherton. He is now part of the Trek Factory Racing team with brother Gee, sister Rachel and old friend Marc Beaumont (Global Mountain Bike Network), and is primarily racing Enduro-downhill and occasional downhill races. Dan Atherton, along with Rachel and Gee, was the star of the web series The Atherton Project, which followed their day-to-day lives. In 2010 Atherton broke a vertebra in his neck whilst dirt jumping and has missed half of the season including the World Championships. After the 2012 season's end, Atherton won the Asia Pacific Downhill Challenge in Indonesia.","[is, a, at, simon, in, as, daniel, ##herton, known, professional, near, born, he, cyclist, january]"
27,"Lajos Portisch (born 4 April 1937) is a Hungarian chess Grandmaster, whose positional style earned him the nickname, the \""Hungarian Botvinnik\"". One of the strongest non-Soviet players from the early 1960s into the late 1980s, he participated in twelve consecutive Interzonals from 1962 through 1993, qualifying for the World Chess Championship Candidates' cycle a total of eight times (1965, 1968, 1974, 1977, 1980, 1983, 1985, and 1988). Portisch set several all-time records in Chess Olympiads. In Hungarian Chess Championships, he either shared the title or won it outright a total of eight times (1958, 1959, 1961, 1964, 1965, 1971, 1975, and 1981). He won many strong international tournaments during his career. In 2004, Portisch was awarded the 'Nemzet Sportoloja', Hungary's highest national sports achievement award. He still competes occasionally at his age. His main hobby is singing operatic arias; he has a fine baritone voice, a quality shared by Vasily Smyslov, a chess world champion and grandmaster who also had talent as an operatic singer. His younger brother, Ferenc (born 1939), is an International Master.","[a, is, la, ##jos, port, born, hungarian, april, ##isch, 4, whose, chess, his, 1937, him]"
471,"A person (born in the 1980s) is a comedian, voice actor and writer from North America. This individual is recognized for a role as a character's offspring on an animated series. As a comedian, they are noted for a very reserved delivery style, maintaining a consistent gaze and avoiding eye contact with the camera or audience. This person was raised in a northern region. Their initial writing opportunity came with a show on a comedy-focused network, followed by work on an evening broadcast program. This writer has credits on a variety of comedic productions. They penned an episode for the animated series mentioned earlier. In the mid-2000s, this individual made an appearance on an evening broadcast show. Their stand-up material was included on a humor compilation CD, and a special for a comedy channel was broadcast in the late 2000s. In the early 2010s, they performed stand-up on a well-known evening show. This comedian recorded a stand-up album at a comedy venue in a metropolitan area during the summer of one year in the 2010s. The album was released the following year through a record label specializing in comedy. Currently, this person lives in a populous state on the west coast and is involved in writing for various screen projects.","[this, this, individual, a, person, person, is, this, this, person, this, in, their, they, in]"
10,"John Milton Gaver, Sr.  (October 29, 1900 - July 11, 1982) was an American Hall of Fame Thoroughbred racehorse trainer. Born in Mount Airy, Maryland, John Gaver graduated from Princeton University then worked as a prep school language teacher before eventually embarking on a career in Thoroughbred racing. In 1929, James G. Rowe, Jr., a friend and horse trainer, invited him to join the team managing the Brookdale Farm and racing stable owned by Harry Payne Whitney. After Harry Payne Whitney died in 1930, James Rowe, Jr. took over the running of the Mrs. Payne Whitney family's Greentree Stable and asked John Gaver to come with him. In 1939, Gaver was appointed head trainer for Greentree Stable, a position he would hold for the next thirty-eight years. During his time with Greentree, John Gaver conditioned seventy-three stakes-winning horses, including winners of five American Classic Races. Four of his horses earned Champions honors with Capot and Tom Fool voted Horse of the Year in 1946 and 1953 respectively. In 1966 John Gaver was inducted into the National Museum of Racing and Hall of Fame. In 1977 he suffered a stroke and his son John Jr. took over as trainer for the Greentree Stable. He retired to Aiken, South Carolina where he had maintained a winter training center for many years. He died there at Aiken Community Hospital in 1982 and was buried in the Lexington Cemetery, Lexington, Kentucky. Selected other major race wins: \n*  Lexington Stakes (1936) \n*  Diana Handicap (1940) \n*  Breeders' Futurity (1941, 1950, 1952) \n*  Gazelle Handicap (1941, 1967) \n*  Top Flight Handicap (1941) \n*  Phoenix Handicap (1942) \n*  Widener Handicap (1942) \n*  Toboggan Handicap (1943, 1944) \n*  Arlington-Washington Lassie Stakes (1944) \n*  Manhattan Handicap (1944) \n*  Paumonok Handicap (1944, 1945) \n*  Vosburgh Stakes (1946) \n*  Peter Pan Stakes (1947) \n*  Jerome Handicap (1949, 1952) \n*  American Derby (1951) \n*  Belmont Futurity Stakes (1951) \n*  Fall Highweight Handicap (1951) \n*  Monmouth Oaks (1951) \n*  Empire City Handicap (1952) \n*  Philip H. Iselin Handicap (1952) \n*  Wilson Stakes (1952, 1953) \n*  Miss Woodford Stakes (1953) \n*  Jim Dandy Stakes (1964) \n*  Saranac Handicap (1968) \n*  Aqueduct Handicap (1965) \n*  Ladies Handicap (1967) \n*  Tremont Stakes (1968) \n*  Saratoga Special Stakes (1972)","[was, an, john, hall, born, american, ##r, of, in, gave, sr, milton, trainer, -, a]"
349,"A person (born on a date in a city) is a professional basketball player who currently plays for a team in a basketball league. In a year, this person entered the draft for the league, but was not selected. This person was later signed by a team. In a subsequent year, the team was replaced by another team. In a month of that year, the newly founded team traded this person and a draft pick to another team, in a multi-team deal that involved a player going to the new team. In the following year, this person was signed by another team. In the next year, that team was renamed, who then traded this person to another team in exchange for a draft pick in the following year. In a later year, prior to the league playoffs, this person was dealt to another team. On a specific date, this person, along with another player, was traded to another team for a player and a future draft pick.","[but, this, along, person, this, person, this, this, a, person, person, person, in, this, a]"
